year,team,team_id,conf,quad_id,seed,round,kadj_o,kadj_o_rank,kadj_d,kadj_d_rank,kadj_t,kadj_t_rank,badj_o,badj_o_rank,badj_d,badj_d_rank,barthag,barthag_rank,efg%,efg%_rank,efg%d,efgd%_rank,tov%,tov%_rank,tov%d,tov%d_rank,oreb%,oreb%_rank,dreb%,dreb%_rank,ftr,ftr_rank,ftrd,ftrd_rank,2pt%,2pt%_rank,2pt%d,2pt%d_rank,3pt%,3pt%_rank,3pt%d,3pt%d_rank,3ptr,3ptr_rank,3ptrd,3ptrd_rank
2015,Arkansas,10,SEC,3,5,32,114.941,22,97.964,67,69.1346,11,113.3,23,97.0,75,0.857,33,50.2,110,48.6,159,16.6,41,22.6,20,35.6,37,65.8,310,37.3,167,38.5,215,49.1,108,46.6,124,35.0,136,35.3,231,31.1,254,31.3,89
2015,Baylor,14,B12,3,3,64,117.192,13,93.7123,21,61.2742,302,115.8,12,92.8,28,0.927,12,49.8,132,45.8,55,19.6,211,19.6,142,41.8,2,68.3,212,38.8,122,32.4,73,46.0,251,46.5,121,38.2,35,29.8,12,33.2,205,35.9,237
2015,Belmont,15,OVC,2,15,64,109.115,70,107.619,245,66.5706,57,107.3,77,106.5,261,0.522,153,56.5,6,51.3,274,20.3,260,18.7,202,29.2,243,70.5,105,33.0,278,27.7,16,56.3,4,51.2,295,37.9,43,34.3,183,48.0,4,36.9,264
2015,Boise St.,17,MWC,0,11,68,111.769,50,97.7869,65,62.8256,248,109.5,55,97.1,78,0.799,58,53.5,32,47.4,102,16.1,26,19.4,151,27.6,288,74.1,16,32.9,281,31.5,57,49.8,90,47.8,171,39.1,20,31.2,41,41.7,32,35.4,220
2015,Buffalo,23,MAC,4,12,64,111.344,53,99.0045,90,68.4522,19,108.8,60,97.6,91,0.777,65,48.6,197,48.5,151,16.4,37,19.8,134,34.7,60,69.6,136,42.3,53,33.8,111,47.6,179,47.9,173,34.0,189,33.0,102,30.2,274,38.1,296
2015,Butler,24,BE,4,6,32,110.554,60,90.9269,9,63.0408,234,108.5,63,89.7,9,0.899,22,49.1,174,46.9,87,17.4,70,19.3,158,35.5,38,75.1,7,40.5,85,33.3,94,47.2,203,47.3,154,35.8,103,30.6,24,29.0,294,33.9,162
2015,BYU,25,WCC,0,11,68,119.356,9,101.562,129,69.7923,6,118.1,11,100.7,143,0.862,30,53.0,41,49.6,199,16.4,37,18.0,249,33.9,88,71.8,57,42.3,53,39.6,230,50.3,77,49.6,246,38.5,29,33.2,114,36.2,121,32.5,125
2015,Cincinnati,32,Amer,4,8,32,108.353,82,94.1045,25,59.2099,341,106.4,89,92.5,23,0.833,43,50.4,105,44.5,20,21.3,304,20.3,103,37.3,17,68.3,212,37.8,150,25.4,7,50.5,71,42.0,12,33.3,215,32.9,96,30.6,266,33.4,149
2015,Coastal Carolina,35,BSth,3,16,64,105.424,136,103.803,169,63.6717,192,104.2,132,102.8,181,0.539,145,49.9,123,47.1,93,17.8,87,17.0,295,35.2,45,72.4,38,39.6,109,35.6,152,48.2,151,45.1,75,35.4,116,33.5,138,34.2,171,39.4,318
2015,Davidson,44,A10,1,10,64,120.481,7,103.662,166,66.5178,60,119.3,6,102.4,171,0.853,35,56.0,12,49.1,170,14.3,2,17.3,280,29.8,218,69.9,124,29.0,339,35.4,144,53.5,17,51.3,298,39.3,17,29.8,12,45.7,9,33.1,141
2015,Dayton,45,A10,2,11,32,108.983,72,95.0972,39,63.3147,216,106.5,87,94.8,56,0.792,61,52.8,45,47.3,99,17.8,87,21.1,60,24.2,330,72.0,47,48.6,3,31.1,46,52.9,29,47.1,144,35.1,129,31.8,60,37.4,90,32.8,133
2015,Duke,50,ACC,1,1,1,124.253,3,94.9453,37,65.6368,90,124.6,2,93.1,32,0.966,4,56.9,5,47.4,102,16.8,45,18.7,202,37.4,16,69.9,124,40.2,93,24.9,6,56.3,4,47.1,144,38.6,27,32.0,66,34.5,166,27.7,15
2015,Eastern Washington,53,BSky,1,13,64,112.165,46,109.197,281,67.9604,25,110.8,40,107.5,281,0.586,132,55.4,14,52.0,291,15.9,20,17.7,263,29.3,238,69.4,147,35.6,218,35.1,139,52.3,33,49.0,223,39.6,13,38.4,331,43.2,19,35.0,195
2015,Georgetown,64,BE,1,4,32,113.166,37,93.597,19,63.7582,185,111.5,36,93.2,34,0.887,23,50.9,87,46.6,75,19.2,183,20.6,88,34.3,70,68.7,187,44.1,31,43.9,302,50.4,72,42.7,21,34.7,150,35.9,258,31.6,243,35.1,199
2015,Georgia,65,SEC,2,10,64,109.524,66,94.1302,27,63.6563,194,107.8,69,93.2,34,0.842,41,48.9,186,44.2,14,19.3,189,16.8,303,32.3,121,71.1,75,47.8,7,34.3,124,47.7,172,43.0,25,34.4,167,31.0,34,31.3,251,35.4,220
2015,Georgia St.,66,SB,3,14,32,110.463,61,100.687,112,62.5745,259,109.1,57,98.5,109,0.764,71,51.9,63,45.0,29,16.5,38,22.8,17,30.5,189,65.5,319,38.4,134,39.4,226,53.4,20,42.2,15,31.9,274,32.6,84,27.4,318,42.0,340
2015,Gonzaga,68,WCC,1,2,8,121.92,5,92.9958,15,64.2083,161,120.4,5,92.9,31,0.952,7,58.4,2,43.6,10,16.3,32,17.6,268,33.9,88,71.4,69,39.1,117,31.6,60,57.1,2,41.4,8,40.8,5,32.3,75,32.1,234,30.5,68
2015,Hampton,71,MEAC,4,16,64,96.0398,304,104.551,180,68.6346,18,94.1,310,102.9,184,0.264,279,45.8,300,46.5,70,20.5,277,20.1,117,32.8,110,69.1,163,43.4,39,45.9,323,45.9,255,44.3,57,30.4,315,34.4,189,33.3,199,30.3,63
2015,Harvard,73,Ivy,3,13,64,103.686,173,94.9442,36,61.137,309,100.9,196,93.9,44,0.696,94,47.3,251,46.1,63,18.7,148,19.9,126,32.3,121,72.2,46,39.0,119,33.1,90,45.8,259,44.1,53,34.1,178,33.4,131,26.5,326,32.3,115
2015,Indiana,79,B10,4,10,64,119.285,10,105.478,201,66.0482,76,118.9,8,103.4,195,0.833,43,54.6,21,50.5,233,17.1,56,16.1,327,35.3,40,68.7,187,32.7,288,32.1,68,50.7,69,51.0,287,40.3,7,32.8,91,39.6,51,30.7,73
2015,Iowa,82,B10,1,7,32,113.359,33,95.1085,40,63.3054,218,113.1,27,92.6,26,0.909,20,47.8,231,45.1,32,17.4,70,19.3,158,35.8,35,69.5,144,39.6,109,29.2,26,46.9,214,43.1,27,33.2,221,32.4,80,30.7,262,36.5,255
2015,Iowa St.,83,B12,1,3,64,120.166,8,97.135,61,69.3108,10,118.1,11,96.7,70,0.909,20,54.7,18,47.9,125,15.8,16,18.5,214,28.5,268,70.8,90,37.4,163,24.3,4,54.7,10,45.4,84,36.6,74,35.2,225,36.8,103,34.6,187
2015,Kansas,86,B12,4,2,32,114.271,28,90.5293,8,66.6617,56,113.3,23,91.0,11,0.926,14,49.3,165,44.4,17,19.1,176,17.5,273,34.9,53,68.2,218,43.0,41,33.6,104,46.5,235,43.5,33,37.5,52,30.9,31,28.3,306,31.9,101
2015,Kentucky,90,SEC,4,1,4,121.27,6,83.8367,1,61.9696,278,119.0,7,83.5,2,0.983,1,51.8,67,39.7,1,16.4,37,21.8,29,40.4,5,68.4,206,43.8,34,31.6,60,51.5,48,39.1,2,35.0,136,27.4,2,28.1,310,31.0,82
2015,Lafayette,92,Pat,2,16,64,112.691,41,114.45,335,64.3104,153,110.6,44,113.7,339,0.421,193,56.3,7,52.9,311,16.9,48,16.9,299,27.6,288,65.6,316,31.0,321,27.6,15,53.0,26,50.8,280,41.4,2,37.6,313,35.4,145,37.1,269
2015,Louisville,102,ACC,2,4,8,108.601,78,88.176,5,64.8006,134,107.9,68,86.6,4,0.926,14,47.8,231,43.4,8,17.8,87,21.8,29,35.1,46,69.1,163,38.8,122,34.7,131,48.9,119,43.3,30,30.4,315,29.3,6,32.6,221,31.4,91
2015,LSU,105,SEC,2,9,64,108.743,75,94.7996,34,69.0966,13,107.1,78,93.7,40,0.823,45,50.5,101,44.6,21,20.5,277,19.2,166,34.0,85,67.0,265,33.4,267,30.0,34,50.3,77,43.6,38,33.9,193,31.3,42,28.5,301,28.9,26
2015,Manhattan,106,MAAC,0,16,68,101.932,215,101.19,119,67.2455,36,100.5,204,99.6,122,0.526,151,49.7,138,48.0,130,21.0,297,24.1,8,31.0,171,66.3,291,47.9,6,51.9,345,48.9,119,47.9,173,34.0,189,32.2,70,36.5,112,27.6,13
2015,Maryland,109,B10,4,4,32,111.125,55,94.9328,35,63.7514,187,109.9,52,93.9,44,0.859,31,50.9,87,45.4,41,18.4,126,17.3,280,29.2,243,69.6,136,44.5,27,27.9,19,47.8,165,44.6,65,37.2,60,31.2,41,38.2,70,37.4,279
2015,Michigan St.,115,B10,2,7,4,115.973,15,95.052,38,62.8407,245,114.8,16,92.6,26,0.922,16,53.8,28,45.7,51,17.9,95,17.0,295,34.6,68,74.0,18,31.9,301,37.7,200,51.6,46,44.1,53,38.6,27,32.3,75,34.7,164,35.3,212
2015,Mississippi,119,SEC,3,11,64,114.568,24,100.141,103,65.6482,89,112.7,28,99.0,115,0.816,47,48.2,209,46.9,87,16.9,48,18.9,185,35.0,50,68.3,212,37.5,160,41.2,258,46.9,214,43.4,31,33.8,196,34.9,208,33.1,207,39.7,319
2015,New Mexico St.,132,WAC,4,15,64,106.825,113,99.8197,101,62.9742,238,104.4,126,98.1,104,0.672,103,51.0,82,45.9,56,21.9,327,20.5,91,39.5,9,69.3,150,44.8,26,32.5,74,49.7,92,46.4,119,36.3,81,29.5,7,25.3,341,23.5,2
2015,North Carolina,135,ACC,3,4,16,117.921,12,94.1249,26,69.0232,14,118.4,9,91.7,18,0.95,9,51.4,77,45.3,39,18.2,112,17.8,260,39.9,6,69.5,144,34.7,239,37.6,198,51.3,53,45.7,96,34.5,162,29.8,12,22.6,350,37.1,269
2015,North Carolina St.,138,ACC,2,8,16,114.001,29,98.6377,81,63.8463,177,113.3,23,97.3,86,0.852,36,49.6,144,45.5,46,16.2,29,15.4,343,34.1,78,69.5,144,36.1,202,34.1,121,47.4,191,43.6,38,36.1,90,33.2,114,32.4,228,31.3,89
2015,North Dakota St.,140,Sum,1,15,64,102.68,194,102.079,140,60.2617,326,100.5,204,100.9,150,0.489,170,49.2,168,47.8,120,15.9,20,16.6,312,26.5,310,76.6,2,36.2,201,30.0,34,45.1,285,44.4,60,37.8,45,36.4,274,35.4,145,33.0,137
2015,North Florida,141,ASun,0,16,68,108.032,88,105.12,193,66.7256,54,105.1,106,104.7,221,0.511,158,53.6,31,47.9,125,18.0,101,18.2,235,28.9,253,68.0,228,39.4,113,33.4,99,51.1,56,48.1,188,38.0,41,31.5,47,42.1,28,27.6,13
2015,Northeastern,143,CAA,4,14,64,107.892,90,103.071,156,63.0556,233,106.6,85,100.9,150,0.653,109,54.6,21,49.6,199,21.4,306,15.6,339,29.6,228,74.4,12,42.2,55,24.7,5,52.9,29,48.7,210,38.8,25,34.4,189,30.8,259,29.1,32
2015,Northern Iowa,145,MVC,2,5,32,115.17,19,94.2192,28,58.014,348,114.0,19,92.2,21,0.92,17,56.2,10,45.1,32,18.0,101,19.3,158,26.9,302,73.1,30,40.2,93,26.7,11,53.9,14,43.8,44,39.7,12,31.6,52,40.0,45,38.1,296
2015,Notre Dame,149,ACC,4,3,8,124.623,2,100.552,110,63.2851,222,124.4,3,99.8,123,0.927,12,58.6,1,48.1,133,14.4,3,17.4,275,28.1,276,68.4,206,37.1,175,23.3,2,58.4,1,47.4,156,39.2,18,32.9,96,38.6,65,32.6,129
2015,Ohio St.,152,B10,3,10,32,115.312,17,94.3058,29,65.1703,113,114.2,17,92.8,28,0.916,18,54.5,22,46.6,75,17.0,52,22.1,23,34.1,78,68.6,191,34.8,234,27.4,13,53.9,14,45.8,97,37.2,60,31.8,60,32.1,234,37.9,293
2015,Oklahoma,153,B12,2,3,16,111.785,49,87.6854,4,66.9861,47,110.0,50,87.3,6,0.935,10,49.4,156,43.7,11,17.7,81,20.2,107,30.9,174,68.5,199,32.7,288,28.9,24,48.4,142,42.4,19,34.3,172,30.9,31,33.6,190,33.7,157
2015,Oklahoma St.,154,B12,3,9,64,111.825,48,95.6458,49,62.7105,254,109.7,53,94.8,56,0.843,39,50.1,118,46.0,58,18.6,135,21.2,56,26.9,302,66.9,269,39.7,106,42.4,283,49.0,113,43.5,33,34.6,156,34.3,183,38.5,66,32.0,104
2015,Oregon,157,P12,3,8,32,114.457,26,101.273,122,66.1195,73,112.6,30,99.5,120,0.806,54,52.1,62,47.8,120,17.0,52,16.8,303,30.6,183,68.3,212,29.5,337,35.3,142,50.6,70,46.8,131,36.7,70,33.3,123,33.9,179,32.5,125
2015,Providence,166,BE,2,6,64,112.954,38,95.3871,43,64.8656,133,111.8,33,94.0,45,0.88,26,48.6,197,48.1,133,17.9,95,19.7,137,35.3,40,70.5,105,41.6,63,38.5,215,49.4,96,47.0,139,31.0,305,33.3,123,28.4,304,35.8,232
2015,Purdue,167,B10,4,9,64,110.824,57,96.8436,58,63.9932,167,110.1,49,94.5,49,0.853,35,50.7,97,45.5,46,20.0,238,17.8,260,36.2,27,68.9,175,42.5,45,38.5,215,51.0,59,42.3,17,33.5,206,35.0,213,32.3,231,31.0,82
2015,Robert Morris,171,NEC,1,16,64,102.327,205,103.869,171,65.0415,123,99.9,220,102.7,176,0.421,193,50.5,101,48.4,148,20.5,277,21.7,32,31.2,166,64.2,335,36.0,207,37.6,198,47.6,179,47.5,161,38.0,41,33.4,131,30.9,257,36.2,245
2015,San Diego St.,179,MWC,1,8,32,104.401,159,88.1829,6,59.9465,335,102.5,163,86.9,5,0.87,28,46.7,273,42.7,6,18.6,135,21.5,38,35.9,33,69.8,126,36.2,201,26.7,11,46.1,244,41.2,7,32.1,261,30.6,24,30.5,269,32.3,115
2015,SMU,183,Amer,1,6,64,113.524,31,95.4867,45,62.8424,244,111.2,39,94.5,49,0.867,29,52.4,50,45.5,46,19.7,217,20.0,121,36.9,23,70.7,94,44.1,31,31.2,50,51.9,42,43.1,27,36.0,94,32.2,70,22.9,349,45.7,351
2015,St. John's,192,BE,1,9,64,110.125,63,95.8018,51,66.1943,68,109.6,54,93.8,41,0.857,33,49.3,165,46.1,63,15.7,15,19.5,146,27.8,280,64.6,330,36.2,201,32.6,78,47.9,160,44.8,69,35.1,129,32.4,80,30.5,269,35.4,220
2015,Stephen F. Austin,194,Slnd,1,12,64,114.494,25,100.484,109,65.2365,110,111.6,34,98.9,112,0.801,57,56.2,10,48.8,162,20.3,260,24.4,5,37.7,13,70.1,116,42.4,50,49.0,337,55.6,6,48.2,192,38.1,38,33.6,144,36.2,121,27.8,16
2015,Texas,200,B12,4,11,64,112.877,40,92.759,13,61.7245,288,110.6,44,91.4,15,0.9,21,49.4,156,42.2,4,20.0,238,14.2,349,38.0,11,71.0,82,36.9,178,34.2,123,48.6,132,37.8,1,33.9,193,34.8,204,34.0,174,30.9,79
2015,Texas Southern,203,SWAC,3,15,64,103.049,182,106.918,227,62.9114,242,101.2,189,106.4,258,0.36,229,49.4,156,48.9,163,19.9,231,18.7,202,34.0,85,65.8,310,46.5,14,32.6,78,50.0,86,48.0,178,32.0,270,34.2,178,31.4,246,28.5,21
2015,UAB,207,CUSA,1,14,32,104.585,156,101.758,134,64.4025,150,101.8,177,100.4,136,0.54,144,47.8,231,47.2,97,20.4,267,19.8,134,34.0,85,66.9,269,37.2,172,34.1,121,46.9,214,47.0,139,33.2,221,31.8,60,29.9,281,32.2,112
2015,UC Irvine,209,BW,2,13,64,105.818,127,98.9592,88,63.3775,210,105.0,109,97.3,86,0.706,90,50.7,97,44.7,23,18.0,101,17.3,280,29.8,218,69.3,150,31.0,321,36.1,159,47.7,172,42.3,17,38.3,32,33.6,144,30.5,269,29.1,32
2015,UCLA,212,P12,1,11,16,112.266,45,98.1315,72,65.4935,98,110.1,49,96.9,72,0.813,49,49.4,156,48.7,161,17.5,75,18.5,214,33.8,89,71.9,52,36.3,193,32.7,82,47.2,203,45.7,96,36.3,81,35.5,239,29.3,290,39.1,314
2015,Utah,220,P12,1,5,16,116.433,14,89.5299,7,60.3923,322,115.1,14,88.9,7,0.951,8,55.6,13,42.7,6,17.8,87,18.3,229,31.3,165,71.9,52,42.8,43,34.5,129,52.8,30,40.9,4,40.2,9,31.6,52,37.8,82,28.3,19
2015,Valparaiso,224,Horz,4,13,64,106.629,114,95.6594,50,62.1996,270,105.0,109,94.3,47,0.775,66,51.4,77,44.9,28,19.1,176,18.6,207,35.0,50,72.4,38,36.7,182,32.7,82,48.5,137,42.1,13,38.1,38,33.0,102,33.4,195,36.9,264
2015,VCU,226,A10,3,7,64,110.62,59,94.1043,24,66.5049,61,109.0,58,93.9,44,0.848,38,48.8,192,49.3,184,15.7,15,23.8,9,31.7,144,69.2,157,37.5,160,37.7,200,47.2,203,48.1,188,34.2,175,34.4,189,39.9,48,35.3,212
2015,Villanova,228,BE,2,1,32,122.473,4,91.5163,11,63.8347,178,120.7,4,91.4,15,0.961,6,55.3,16,45.5,46,16.6,41,21.7,32,32.7,112,68.9,175,42.4,50,30.3,37,53.1,21,45.2,77,38.9,24,30.8,28,43.0,22,32.5,125
2015,Virginia,229,ACC,2,2,32,115.318,16,84.4292,2,57.5332,349,113.2,25,83.3,1,0.972,3,51.2,80,41.7,3,16.1,26,18.1,243,34.0,85,75.7,5,34.2,253,27.9,19,50.1,81,39.5,3,36.1,90,30.3,19,27.3,321,36.5,255
2015,West Virginia,235,B12,4,5,16,113.252,34,94.4993,31,67.9793,24,110.5,46,92.9,31,0.88,26,46.6,276,52.6,301,18.7,148,28.2,1,40.9,4,68.9,175,40.4,87,55.9,351,45.9,255,51.6,306,31.9,274,36.5,278,33.8,182,31.8,98
2015,Wichita St.,238,MVC,4,7,16,114.962,21,93.3065,17,61.4547,297,114.1,18,91.7,18,0.925,15,50.7,97,45.2,35,15.2,8,21.6,37,34.8,55,73.0,33,35.4,224,36.8,183,48.9,119,42.5,20,35.9,99,34.4,189,35.3,149,29.7,49
2015,Wisconsin,240,B10,3,1,2,126.815,1,93.2904,16,58.0767,347,126.4,1,92.1,20,0.974,2,54.6,21,46.7,80,12.4,1,16.7,306,31.9,136,76.3,4,35.6,218,21.1,1,55.1,9,44.0,48,35.7,106,36.0,264,37.0,98,26.7,9
2015,Wofford,241,SC,3,12,64,104.909,146,98.5115,77,60.5424,319,102.5,163,97.2,79,0.648,111,51.6,73,46.9,87,17.3,67,20.1,117,29.3,238,72.3,41,38.0,145,36.5,171,49.5,94,47.3,154,37.1,63,30.8,28,32.9,213,31.8,98
2015,Wyoming,243,MWC,2,12,64,104.478,158,98.0741,69,58.648,344,102.7,159,97.6,91,0.642,115,52.1,62,46.7,80,18.7,148,18.1,243,22.1,344,73.1,30,41.0,80,26.7,11,54.6,11,44.0,48,32.3,252,34.4,189,39.7,50,35.2,204
2015,Xavier,244,BE,3,6,16,115.283,18,96.6313,55,65.1714,112,115.0,15,96.2,63,0.886,24,53.0,41,50.2,222,18.0,101,19.2,166,31.3,165,72.9,35,38.1,140,34.4,127,53.4,20,48.9,216,34.9,144,35.0,213,32.8,216,37.2,271
2014,Albany,5,AE,4,16,64,102.179,218,103.893,157,61.7185,314,102.2,218,104.1,163,0.447,190,48.7,215,48.2,116,19.8,273,18.7,154,32.4,140,70.8,76,42.5,108,29.2,5,46.6,258,45.6,67,36.4,85,35.2,223,26.4,327,36.1,287
2014,American,6,Pat,2,15,64,103.925,193,98.0491,59,59.8927,343,103.5,196,98.5,69,0.639,116,56.3,6,45.9,43,22.9,345,19.9,68,27.0,304,70.1,103,34.9,302,41.2,190,55.7,8,45.4,63,38.2,37,31.3,39,35.6,101,30.7,99
2014,Arizona,8,P12,2,1,8,115.193,24,84.7964,1,63.1175,267,115.0,25,86.7,1,0.963,2,51.6,85,42.2,1,16.0,41,19.0,130,37.2,24,74.0,7,41.7,136,34.5,57,50.9,74,40.5,2,35.6,121,31.4,47,26.5,324,26.2,14
2014,Arizona St.,9,P12,1,10,64,110.175,80,94.7808,29,67.6129,57,109.9,80,95.5,33,0.834,45,52.3,59,46.0,49,16.3,53,17.1,252,24.2,340,69.9,115,42.0,124,37.0,102,48.9,162,45.0,51,38.6,30,32.4,72,37.5,67,27.5,28
2014,Baylor,14,B12,2,6,16,118.684,8,100.799,100,61.1487,329,118.1,11,101.1,110,0.857,34,51.4,93,48.6,125,18.2,170,15.9,315,41.1,3,67.1,249,43.7,89,32.7,34,48.2,195,45.6,67,38.4,34,36.7,282,34.5,128,32.3,159
2014,BYU,25,WCC,2,10,64,114.713,27,99.9591,88,71.172,5,114.2,32,100.4,93,0.815,52,51.0,112,49.0,139,15.3,25,16.7,276,35.0,58,71.4,49,47.6,40,36.0,83,49.5,133,47.8,147,37.3,59,34.1,160,22.2,347,35.1,257
2014,Cal Poly,26,BW,1,16,64,103.247,202,103.846,156,58.8564,347,103.0,203,104.1,163,0.47,179,46.3,310,49.1,147,14.8,15,17.9,209,30.8,199,67.0,255,33.0,330,42.9,226,44.1,329,48.3,166,33.5,212,34.0,154,35.1,114,31.0,107
2014,Cincinnati,32,Amer,3,5,64,109.197,96,90.1186,9,61.2764,327,108.6,101,91.1,9,0.883,26,47.9,245,44.6,19,17.4,108,22.5,11,39.1,9,67.7,227,39.1,212,35.3,71,46.9,246,43.0,17,33.5,212,31.9,59,31.2,213,32.4,164
2014,Coastal Carolina,35,BSth,3,16,64,97.0064,299,102.979,142,65.898,117,97.3,292,102.5,135,0.355,230,47.9,245,47.2,81,20.4,301,18.5,164,34.8,67,70.1,103,38.9,221,39.1,149,47.9,207,46.5,98,32.0,283,32.1,66,31.1,220,42.4,349
2014,Colorado,38,P12,4,8,64,107.9,117,95.4275,35,65.097,163,108.0,115,95.7,35,0.801,58,48.5,222,49.3,156,19.4,258,18.1,197,34.3,80,74.0,7,48.4,34,30.6,15,48.7,175,46.9,117,32.0,283,35.7,254,30.2,240,35.9,281
2014,Connecticut,40,Amer,3,7,1,111.355,57,92.2385,12,63.4064,253,111.6,55,92.8,12,0.893,23,51.4,93,43.9,10,17.6,125,19.5,99,31.2,186,66.6,271,38.6,232,35.5,75,48.0,204,41.4,7,38.7,26,32.9,95,33.8,154,31.6,129
2014,Creighton,43,BE,2,3,32,125.701,1,100.913,101,63.9037,229,126.5,1,100.4,93,0.935,7,59.3,1,48.0,111,15.2,22,15.1,337,28.1,280,72.2,27,34.3,314,32.9,37,56.2,3,46.8,114,42.1,1,33.6,129,44.7,7,34.8,245
2014,Dayton,45,A10,4,11,8,113.694,35,100.71,99,63.8792,232,113.2,41,100.6,101,0.795,63,52.6,46,49.4,161,18.1,158,19.1,124,34.9,61,71.4,49,41.3,148,43.2,238,50.7,82,48.5,174,37.8,50,34.3,171,31.6,206,32.1,147
2014,Delaware,46,CAA,3,13,64,111.299,59,105.513,189,70.5569,10,110.9,67,105.9,197,0.63,121,50.6,125,49.1,147,13.5,5,16.7,276,29.5,243,67.3,243,43.2,96,37.8,115,49.9,113,49.5,206,34.5,163,32.1,66,34.4,134,31.6,129
2014,Duke,50,ACC,1,3,64,124.75,2,99.4399,77,64.8311,178,126.1,2,97.8,58,0.949,4,54.0,23,49.0,139,14.4,10,18.7,154,35.1,55,68.3,196,39.3,205,40.2,166,50.8,77,50.0,234,39.4,14,30.5,21,39.0,46,24.0,4
2014,Eastern Kentucky,52,OVC,4,15,64,111.315,58,108.295,244,64.6059,192,111.0,63,107.7,232,0.586,133,57.0,4,55.5,342,16.0,41,24.2,4,23.0,346,66.6,271,43.7,89,55.3,343,56.2,3,56.1,346,38.6,30,36.3,272,43.9,11,36.2,289
2014,Florida,55,SEC,4,1,4,116.216,18,88.4056,4,61.5519,317,115.9,20,88.8,5,0.955,3,52.7,44,45.1,25,17.8,138,21.9,17,35.6,39,71.2,56,43.4,93,32.6,32,51.3,65,42.9,15,36.8,74,33.3,118,35.3,110,31.5,121
2014,George Washington,63,A10,3,9,64,110.212,79,95.9821,42,65.8095,122,110.1,77,96.2,42,0.825,47,51.6,85,47.0,72,19.0,237,19.6,88,34.8,67,69.0,152,46.7,44,33.5,45,50.2,100,47.0,120,36.9,71,31.4,47,28.6,273,36.0,284
2014,Gonzaga,68,WCC,2,8,32,113.594,37,92.9558,15,64.5603,194,114.6,28,93.9,21,0.908,20,55.4,9,44.4,16,16.9,75,17.8,215,30.7,201,70.5,89,40.6,168,38.3,128,54.0,14,42.8,12,38.7,26,31.8,55,32.7,176,31.6,129
2014,Harvard,73,Ivy,3,12,32,112.027,50,94.7095,28,64.1253,217,111.4,58,95.1,30,0.861,31,52.3,59,46.1,50,17.6,125,21.4,24,32.6,135,71.1,64,47.7,38,36.5,92,49.9,113,44.8,50,38.9,22,32.6,86,28.2,286,30.7,99
2014,Iowa,82,B10,0,11,68,120.152,5,99.1218,73,69.1598,23,120.8,5,97.9,61,0.918,17,51.3,102,47.3,85,16.1,47,19.0,130,38.1,15,71.1,64,45.8,51,34.8,63,50.7,82,47.0,120,35.3,129,32.0,61,27.5,302,37.2,311
2014,Iowa St.,83,B12,3,3,16,116.764,16,95.8121,39,70.4795,11,116.6,15,96.8,49,0.895,22,53.8,27,47.1,76,14.4,10,16.2,302,28.1,280,71.7,39,37.2,262,31.1,20,54.6,9,45.4,63,35.1,137,33.6,129,38.1,60,33.8,211
2014,Kansas,86,B12,4,2,32,119.974,6,94.5731,27,66.8907,78,120.2,6,95.5,33,0.934,8,54.5,17,47.1,76,19.0,237,16.3,300,37.1,25,70.9,73,48.9,29,45.8,281,55.7,8,44.1,36,34.5,163,35.9,259,29.2,261,31.1,111
2014,Kansas St.,87,B12,1,9,64,108.305,113,93.9099,22,63.6653,242,108.1,113,93.0,13,0.849,39,49.0,197,45.4,33,18.5,190,18.8,145,35.0,58,67.0,255,40.8,162,45.5,277,48.4,182,46.0,81,33.4,215,29.4,7,32.3,189,31.2,116
2014,Kentucky,90,SEC,1,8,2,116.202,19,95.0512,32,64.6236,191,115.9,20,95.7,35,0.901,21,49.7,164,45.0,22,18.1,158,16.3,300,42.2,2,70.1,103,53.8,8,37.8,115,50.0,108,44.0,34,32.5,261,31.7,51,28.0,289,29.4,66
2014,Louisiana Lafayette,101,SB,2,14,64,109.939,84,104.85,171,68.8604,29,110.9,67,104.9,178,0.655,113,51.9,74,50.1,194,19.1,240,18.7,154,36.7,27,67.9,215,44.9,63,44.1,258,49.9,113,50.3,240,37.4,56,33.0,100,32.3,189,30.1,82
2014,Louisville,102,Amer,1,4,16,119.102,7,88.5345,6,67.4981,58,119.2,7,88.2,2,0.97,1,54.0,23,43.8,7,14.9,18,25.2,2,37.3,22,67.1,249,40.4,172,38.2,123,53.0,25,43.9,32,37.1,65,29.1,4,35.6,101,30.7,99
2014,Manhattan,106,MAAC,1,13,64,106.544,136,96.9886,52,68.0296,44,106.4,138,97.4,54,0.734,78,50.8,119,45.6,37,19.7,270,21.8,18,34.8,67,66.9,262,55.9,2,52.5,333,48.9,162,44.2,40,36.7,78,32.7,88,31.3,211,27.9,34
2014,Massachusetts,110,A10,1,6,64,109.841,86,95.6537,37,70.3142,13,109.7,85,96.1,40,0.821,50,50.6,125,46.4,57,18.8,218,18.8,145,34.3,80,68.4,188,40.0,183,36.7,95,50.1,101,46.2,92,34.7,158,31.3,39,26.4,327,27.0,19
2014,Memphis,111,Amer,3,8,32,111.252,62,96.3212,44,67.8621,48,112.4,50,96.3,43,0.855,35,52.0,69,48.1,114,18.8,218,20.6,42,36.1,34,66.8,265,39.9,184,33.7,49,52.7,31,48.8,182,33.5,212,31.0,30,27.2,306,29.4,66
