year,team,team_id,conf,quad_id,seed,round,kadj_o,kadj_o_rank,kadj_d,kadj_d_rank,kadj_t,kadj_t_rank,badj_o,badj_o_rank,badj_d,badj_d_rank,barthag,barthag_rank,efg%,efg%_rank,efg%d,efgd%_rank,tov%,tov%_rank,tov%d,tov%d_rank,oreb%,oreb%_rank,dreb%,dreb%_rank,ftr,ftr_rank,ftrd,ftrd_rank,2pt%,2pt%_rank,2pt%d,2pt%d_rank,3pt%,3pt%_rank,3pt%d,3pt%d_rank,3ptr,3ptr_rank,3ptrd,3ptrd_rank
2024,Grand Canyon,69,WAC,3,12,32,113.478,63,99.5638,51,68.1093,134,111.066,79,99.828,76,0.773,71,52.0,106,45.9,11,17.8,233,19.9,38,34.6,30,70.4,212,45.3,6,34.8,240,52.3,98,44.4,10,34.4,152,32.6,104,36.1,214,33.6,56
2024,Houston,76,B12,2,1,16,118.868,17,87.1492,2,63.2681,348,119.216,15,85.519,1,0.979,1,49.7,232,44.0,2,13.7,10,24.7,3,36.9,12,69.8,232,29.9,264,39.0,309,48.4,263,43.4,4,34.7,141,30.0,14,36.6,201,40.9,295
2024,Howard,77,MEAC,3,16,68,105.489,192,113.752,334,67.5375,163,104.47,192,112.877,335,0.291,269,52.0,106,50.9,206,21.4,353,16.7,197,33.4,50,69.3,266,42.2,12,39.1,311,49.2,234,50.8,202,37.5,19,34.0,198,38.9,134,33.2,50
2024,Illinois,78,B10,4,3,8,125.551,3,101.564,93,69.8886,56,125.323,3,101.087,97,0.922,12,53.8,48,48.0,61,15.1,62,12.3,360,36.2,17,73.9,62,37.8,59,27.1,41,54.7,34,46.6,38,34.9,128,34.3,223,38.3,153,27.9,7
2024,Iowa St.,83,B12,4,2,16,113.864,55,87.1458,1,67.3399,179,113.65,51,86.545,2,0.958,4,51.9,113,47.1,29,15.7,90,25.7,2,31.6,95,70.6,203,36.1,93,35.2,250,51.7,123,46.9,47,34.9,128,31.5,52,32.0,303,45.0,354
2024,James Madison,85,SB,2,12,32,113.858,56,100.958,79,69.4753,71,111.935,64,100.381,88,0.778,69,54.4,36,46.7,27,14.7,44,19.8,42,32.0,84,72.4,113,34.2,138,35.1,248,54.2,41,48.8,106,36.5,41,28.6,2,38.1,161,35.1,95
2024,Kansas,86,B12,1,4,32,113.382,65,94.1566,10,68.9392,92,113.548,52,92.715,7,0.911,16,53.4,55,47.6,46,16.4,143,16.8,190,25.3,291,73.6,71,32.8,180,28.5,80,54.8,31,45.3,15,33.3,211,33.8,171,29.7,335,41.1,304
2024,Kentucky,90,SEC,2,3,64,122.742,5,102.724,108,72.636,11,123.011,5,102.242,123,0.893,26,57.4,4,49.5,125,14.2,26,16.0,255,28.9,174,69.8,232,30.4,252,33.4,205,54.7,34,49.8,153,41.2,1,32.6,104,37.3,187,39.9,277
2024,Long Beach St.,99,BW,3,15,64,107.857,145,107.862,210,71.1635,29,105.389,174,107.956,233,0.431,192,48.9,258,51.2,220,17.1,189,18.5,92,33.3,53,70.4,212,38.1,54,32.6,182,49.7,211,50.0,164,31.3,307,35.1,264,28.3,348,43.6,345
2024,Longwood,100,BSth,2,16,64,105.712,188,104.753,146,66.7619,227,103.961,202,104.828,167,0.476,170,49.4,244,51.3,233,18.0,248,19.6,46,36.7,13,74.5,49,39.5,32,36.1,271,48.6,258,50.9,207,34.2,164,34.6,238,28.3,348,39.5,260
2024,Marquette,107,BE,2,2,16,118.294,21,95.5576,19,68.9774,91,118.92,19,94.595,17,0.933,8,55.1,23,49.7,134,14.3,31,21.1,20,26.0,279,69.2,273,25.6,344,28.2,68,56.0,17,49.2,126,35.8,74,33.6,159,40.5,98,43.1,340
2024,McNeese St.,248,Slnd,1,12,64,114.033,51,101.171,84,65.5793,282,111.288,75,101.065,96,0.752,81,54.9,28,47.8,50,14.2,26,23.0,6,32.1,80,69.6,245,40.6,19,33.9,221,52.8,81,46.3,30,39.4,7,33.0,127,33.6,277,48.1,362
2024,Michigan St.,115,B10,3,9,32,113.76,57,93.7263,8,65.1889,305,112.729,60,93.278,9,0.898,23,51.5,140,48.0,61,14.7,44,18.7,73,29.9,140,71.3,168,29.9,264,32.6,182,50.5,169,47.1,50,35.9,69,32.8,117,30.2,327,41.3,307
2024,Mississippi St.,120,SEC,3,8,64,113.678,60,95.6951,20,67.0503,202,112.623,61,94.93,19,0.877,30,51.7,125,47.7,48,18.7,292,18.2,103,35.4,21,72.4,113,37.9,57,32.4,172,53.4,64,50.2,175,32.5,251,29.4,6,38.2,157,41.1,304
2024,Montana St.,124,BSky,1,16,68,103.305,234,107.206,198,68.7956,96,102.885,220,105.855,189,0.419,201,53.9,45,52.3,281,16.8,172,18.6,83,20.7,357,71.4,162,30.7,242,37.0,285,53.4,64,54.1,333,36.4,45,32.6,104,41.4,75,35.4,108
2024,Morehead St.,125,OVC,4,14,64,108.989,124,103.52,120,64.2353,335,106.669,149,103.378,142,0.589,133,54.4,36,45.7,9,18.5,283,15.5,286,32.0,84,73.6,71,31.3,229,32.7,187,55.6,20,45.4,16,35.3,108,31.1,35,45.1,25,31.2,25
2024,Nebraska,129,B10,2,8,64,115.866,36,97.6744,30,68.6104,103,115.671,32,95.575,24,0.9,22,53.2,64,46.3,15,15.9,101,16.4,224,27.8,219,70.0,226,32.4,193,27.7,58,52.8,81,45.2,14,35.8,74,31.9,67,44.5,32,41.7,314
2024,Nevada,130,MWC,3,10,64,115.55,40,98.7358,36,66.6449,233,115.049,36,98.032,39,0.863,37,53.3,60,48.2,66,15.0,58,17.3,153,27.5,233,72.8,102,46.2,3,34.3,227,52.6,93,49.1,121,36.5,41,31.3,41,33.6,277,41.0,299
2024,New Mexico,131,MWC,3,11,64,115.411,41,96.4738,23,72.6803,8,114.829,39,95.493,23,0.893,26,51.0,156,48.0,61,13.9,15,19.5,49,33.4,50,73.0,94,33.1,167,33.5,210,51.4,136,49.2,126,33.4,209,30.6,24,29.8,333,36.6,153
2024,North Carolina,135,ACC,3,1,16,117.796,24,93.151,6,70.4477,41,116.784,26,93.194,8,0.931,9,51.3,145,46.4,18,14.4,33,14.9,310,32.8,67,76.5,10,36.8,80,28.3,74,50.3,176,46.0,25,35.4,101,31.4,47,35.9,219,36.1,130
2024,North Carolina St.,138,ACC,2,11,4,114.385,47,101.329,89,68.0599,137,113.979,47,101.144,98,0.798,64,50.7,176,50.5,187,13.7,10,17.9,123,28.6,185,70.7,196,32.5,192,31.9,159,50.1,189,49.5,144,34.6,145,34.9,252,33.5,280,35.3,105
2024,Northwestern,147,B10,4,9,32,116.657,30,100.752,72,63.7214,342,117.194,25,99.206,64,0.872,31,53.2,64,51.6,249,13.3,7,18.8,70,25.7,287,71.8,140,29.9,264,39.4,317,49.7,211,50.3,177,39.4,7,35.9,315,36.8,196,36.9,176
2024,Oakland,150,Horz,2,14,32,108.593,135,105.776,165,66.6629,232,107.819,131,104.643,163,0.585,137,52.1,99,50.6,192,16.2,121,16.3,231,30.6,117,71.4,162,30.9,239,26.8,37,51.8,117,50.5,183,35.1,119,33.9,182,40.8,93,40.7,290
2024,Oregon,157,P12,1,11,32,114.036,50,100.607,70,67.1541,197,113.269,54,99.568,73,0.815,58,51.8,120,51.5,246,14.8,49,17.9,123,28.7,179,72.9,98,32.3,195,32.8,190,52.7,84,51.6,235,33.6,197,34.3,223,36.7,200,36.2,134
2024,Purdue,167,B10,1,1,2,124.988,4,95.87,21,67.3784,175,126.212,2,94.719,18,0.964,3,56.0,13,47.7,48,16.5,152,14.0,338,37.4,8,75.3,26,42.8,10,23.0,10,53.2,71,48.1,77,40.8,2,31.4,47,35.0,247,37.2,189
2024,Saint Mary's,175,WCC,3,5,64,114.901,45,95.0132,16,61.9463,358,115.794,30,93.655,13,0.92,13,53.1,67,45.1,5,16.0,107,16.7,197,39.0,3,77.6,2,28.3,305,32.2,168,53.0,76,43.6,5,35.5,95,32.4,89,36.7,200,29.0,8
2024,Saint Peter's,176,MAAC,4,15,64,98.5882,305,100.91,76,63.9542,338,96.817,314,100.157,82,0.404,208,45.0,349,46.6,22,19.6,324,20.3,32,35.1,25,70.6,203,38.1,54,42.3,339,42.4,359,46.4,34,33.9,181,31.5,52,31.1,315,34.5,81
2024,Samford,249,SC,1,13,64,113.083,69,103.291,116,72.4779,14,111.741,67,102.414,126,0.732,89,56.9,7,50.0,156,18.1,262,21.7,18,30.2,129,68.0,315,36.4,85,37.0,285,55.5,22,49.5,144,39.3,8,33.9,182,40.9,89,40.1,283
2024,San Diego St.,179,MWC,4,5,16,113.548,62,93.8492,9,65.9846,266,111.536,69,93.866,14,0.879,29,49.8,227,47.2,33,16.0,107,18.0,116,32.7,70,72.0,132,37.5,66,33.3,202,51.6,127,48.3,87,31.3,307,30.5,22,37.8,168,40.5,286
2024,South Carolina,185,SEC,1,6,64,114.735,46,99.6715,54,62.8651,354,114.369,43,98.863,57,0.842,48,50.8,169,48.0,61,15.5,76,14.9,310,33.1,58,72.0,132,31.8,212,30.8,130,51.1,151,46.8,44,33.5,202,33.6,159,41.0,86,31.2,25
2024,South Dakota St.,186,Sum,4,15,64,108.662,134,105.674,163,67.8617,148,107.558,137,104.456,154,0.583,138,55.3,19,50.8,197,16.4,143,16.5,213,24.4,304,74.7,38,30.4,252,27.4,51,55.9,18,49.0,116,36.2,52,35.2,272,40.2,104,47.1,361
2024,Stetson,250,ASun,4,16,64,110.262,100,114.366,342,66.1646,257,108.238,118,113.963,346,0.356,231,53.4,55,52.0,267,15.8,95,13.5,344,27.5,233,68.8,293,31.7,217,25.9,27,52.5,95,52.2,267,36.5,41,34.5,232,41.8,68,37.4,193
2024,TCU,197,B12,1,9,64,115.101,44,97.8088,31,69.6651,63,114.5,40,97.108,31,0.869,33,51.9,113,50.3,174,17.9,241,20.8,23,35.5,20,71.4,162,35.1,119,35.7,259,51.2,148,50.9,207,35.6,89,32.8,117,30.2,327,35.2,99
2024,Tennessee,199,SEC,4,2,8,117.021,29,91.0499,3,69.2023,79,115.62,33,91.252,3,0.938,7,51.5,140,45.4,7,14.6,41,18.9,66,32.4,75,71.4,162,34.3,135,35.8,263,51.6,127,44.3,9,34.2,164,31.4,47,41.3,77,41.4,310
2024,Texas,200,B12,1,7,32,118.526,19,100.122,61,67.1608,196,119.016,18,98.257,42,0.901,21,53.7,50,49.0,96,16.6,158,18.6,83,30.5,120,70.0,226,30.4,252,35.0,246,53.4,64,47.4,58,36.1,60,34.8,247,34.9,248,32.4,37
2024,Texas A&M,201,SEC,2,9,32,115.996,31,99.8885,57,65.8429,269,115.004,37,98.915,58,0.85,43,45.4,345,50.1,164,14.2,26,16.9,185,41.9,1,72.0,132,38.2,51,31.2,139,47.0,305,49.5,144,28.4,353,33.9,182,38.1,161,44.9,352
2024,Texas Tech,204,B12,2,6,64,117.943,23,99.3985,45,66.6408,234,117.537,21,98.458,47,0.885,28,52.8,71,49.1,101,16.5,152,17.0,175,30.2,129,69.7,238,34.6,131,26.6,33,51.5,133,49.6,146,36.5,41,32.1,77,41.1,82,39.0,247
2024,UAB,207,Amer,4,12,64,113.68,59,107.398,202,67.7997,153,112.729,60,106.282,197,0.663,109,50.1,211,51.0,209,16.7,165,16.1,248,35.3,22,69.0,281,40.5,21,31.4,140,50.4,173,50.2,175,33.1,222,35.0,261,31.3,312,36.7,164
2024,Utah St.,221,MWC,1,8,32,115.617,39,100.502,68,68.5319,107,114.15,44,100.364,87,0.815,58,54.1,43,49.6,129,15.7,90,16.4,224,28.5,192,74.6,40,40.0,26,30.4,120,57.1,12,53.1,304,32.1,273,29.0,3,33.4,282,36.7,164
2024,Vermont,227,AE,2,13,64,107.122,159,100.145,62,63.2333,349,104.523,191,98.684,52,0.659,110,51.8,120,46.7,27,13.8,13,15.1,304,22.4,346,76.7,8,29.7,268,25.9,27,53.1,73,46.4,34,33.5,202,31.5,52,44.1,35,36.5,147
2024,Virginia,229,ACC,1,10,68,105.422,194,93.3467,7,59.9122,362,104.614,190,91.962,5,0.815,58,49.3,246,46.2,14,13.2,5,19.3,52,26.0,279,71.9,137,25.1,349,25.7,22,46.8,310,46.6,38,36.3,47,30.4,19,32.7,293,39.9,277
2024,Wagner,251,NEC,3,16,64,95.7835,334,105.878,171,61.253,361,95.002,333,105.016,174,0.24,295,44.6,354,48.4,71,15.9,101,17.0,175,29.5,151,73.0,94,26.8,334,29.9,110,42.8,358,50.9,207,31.6,295,29.9,12,38.2,157,41.2,306
2024,Washington St.,233,P12,4,7,32,113.431,64,97.215,27,64.8206,316,112.793,58,96.623,28,0.856,39,52.1,99,47.3,37,16.1,112,15.9,264,32.9,63,75.1,29,31.7,217,32.7,187,52.6,93,46.9,47,34.0,178,32.0,71,32.0,303,31.5,29
2024,Western Kentucky,236,CUSA,2,15,64,105.552,191,102.489,103,75.1443,1,105.196,175,101.795,108,0.593,132,51.9,113,48.3,69,18.3,277,18.6,83,28.5,192,73.3,82,32.9,177,33.4,205,52.1,105,48.3,87,34.4,152,32.2,82,31.0,317,40.1,283
2024,Wisconsin,240,B10,2,5,64,120.06,13,99.4602,47,65.1538,307,119.811,13,98.783,54,0.902,19,52.4,84,52.2,277,14.6,41,16.9,185,30.5,120,75.5,21,33.5,160,33.2,198,52.6,93,50.4,178,34.8,137,37.1,346,35.4,228,34.4,77
2024,Yale,245,Ivy,4,13,32,110.825,89,101.352,90,64.5226,327,109.787,95,100.055,79,0.744,85,52.3,88,49.7,134,14.1,20,16.0,255,28.4,196,76.0,14,26.9,333,29.0,88,52.5,95,48.8,106,34.6,145,34.0,198,35.3,234,41.4,310
2023,Alabama,3,SEC,4,1,16,116.097,19,88.5549,3,72.7469,4,115.4,17,88.3,5,0.956,2,52.7,70,41.5,1,19.0,243,15.9,312,33.8,31,72.5,139,36.7,50,32.8,225,54.6,29,41.2,1,33.8,187,28.1,3,47.8,8,30.6,18
2023,Arizona,8,P12,4,2,64,119.979,4,97.1195,41,72.3118,9,119.7,3,95.4,41,0.932,7,56.8,3,47.2,39,18.4,210,16.9,255,31.1,98,73.8,81,36.5,56,26.0,41,56.6,10,45.9,28,38.2,14,32.8,101,38.0,158,38.7,234
2023,Arizona St.,9,P12,1,11,64,107.586,133,95.2101,28,68.4035,131,105.8,129,93.8,30,0.8,61,47.5,312,46.4,22,16.9,87,20.6,57,29.6,152,68.2,315,30.8,209,33.4,241,47.9,274,43.8,6,31.4,317,33.6,152,39.5,122,39.1,245
2023,Arkansas,10,SEC,1,8,16,112.596,51,93.9677,16,69.6808,54,110.7,53,92.0,14,0.894,19,52.0,100,46.5,23,18.3,203,20.4,64,30.5,118,71.8,173,38.8,28,38.9,327,53.8,47,46.9,49,31.7,304,30.6,26,28.2,347,30.1,11
2023,Auburn,12,SEC,2,9,32,112.689,48,95.2408,29,67.6112,165,110.9,50,93.2,24,0.881,23,49.6,226,45.6,12,18.1,179,19.3,110,33.3,43,68.0,319,35.5,67,39.1,332,51.0,149,46.9,49,31.4,317,28.8,5,35.4,251,34.2,80
2023,Baylor,14,B12,4,3,32,121.852,2,101.871,104,66.551,217,120.9,2,99.5,96,0.904,15,53.1,54,51.4,232,18.1,179,19.9,77,34.7,18,68.9,300,37.2,41,31.4,188,50.8,161,53.3,315,37.2,32,32.2,79,45.3,22,37.8,205
2023,Boise St.,17,MWC,1,10,64,110.969,78,93.8352,14,66.5002,219,108.2,87,92.9,19,0.852,35,51.9,105,47.3,43,16.7,75,17.7,204,26.4,248,76.2,17,30.7,215,27.4,71,50.7,166,47.8,74,36.0,81,31.0,33,37.9,163,37.4,189
2023,Colgate,36,Pat,2,15,64,112.963,44,107.67,231,67.8783,156,111.7,40,105.8,234,0.651,113,58.6,1,51.9,264,14.9,16,17.6,214,24.9,294,75.9,22,27.6,303,20.3,3,57.1,7,51.5,241,40.9,1,34.9,243,34.8,263,36.9,172
2023,College of Charleston,37,CAA,4,12,64,111.378,70,99.6171,74,70.9567,29,109.2,69,97.7,72,0.782,74,51.5,131,47.9,67,16.7,75,19.3,110,35.1,17,74.5,61,32.7,132,24.7,22,52.9,70,49.1,138,33.3,214,30.3,19,47.4,10,32.0,34
2023,Connecticut,40,BE,1,4,1,119.437,6,94.0686,18,66.6901,210,118.9,6,92.5,15,0.947,5,53.5,44,45.5,11,18.9,240,19.4,103,39.2,1,73.8,81,31.4,183,38.7,323,53.4,59,45.8,26,35.7,93,30.0,15,42.0,64,30.3,14
2023,Creighton,43,BE,4,6,8,114.621,28,93.9665,15,67.9808,149,113.8,23,92.8,18,0.913,14,54.3,27,47.3,43,16.6,68,14.3,356,25.5,272,76.7,14,28.1,291,19.8,2,54.5,30,45.6,22,36.0,81,34.1,194,42.0,64,29.8,9
2023,Drake,48,MVC,2,12,64,109.84,98,97.3312,44,66.4238,222,107.9,96,96.1,49,0.791,67,53.1,54,47.3,43,15.5,30,17.7,204,24.3,310,77.6,5,28.8,268,26.7,57,51.9,98,47.5,64,36.7,47,31.2,40,36.3,220,38.4,223
2023,Duke,50,ACC,3,5,32,113.242,42,94.7531,24,65.258,288,111.9,38,93.1,23,0.892,21,51.1,160,46.3,21,18.2,191,16.6,278,36.2,8,74.1,69,30.8,209,24.1,16,51.4,125,46.7,42,33.6,197,30.4,21,35.4,251,35.1,113
2023,Fairleigh Dickinson,54,NEC,3,16,32,106.175,155,118.425,361,68.7636,110,104.6,150,117.0,361,0.216,307,51.5,131,55.8,357,16.3,59,21.4,35,31.4,90,71.1,209,27.9,295,34.8,266,51.4,125,56.1,354,34.4,162,36.9,329,37.0,197,40.1,281
2023,Florida Atlantic,56,CUSA,3,9,4,114.275,32,96.0455,36,68.4356,126,112.2,34,94.8,36,0.874,25,55.0,20,45.9,18,16.7,75,18.3,165,30.4,122,75.5,30,29.5,243,26.7,57,54.3,32,44.8,11,37.2,32,32.0,69,43.8,39,34.2,80
2023,Furman,60,SC,4,13,32,114.2,33,105.775,183,68.4584,124,111.9,38,104.1,194,0.697,95,55.6,12,50.6,184,15.8,40,18.4,157,29.6,152,72.9,117,34.7,80,31.8,208,59.1,1,51.2,231,34.4,162,33.1,120,46.4,13,35.2,120
2023,Gonzaga,68,WCC,1,3,8,124.004,1,99.6937,76,70.0663,44,122.6,1,98.6,85,0.925,10,58.5,2,51.7,247,14.6,11,18.8,127,31.1,98,74.0,71,34.2,95,26.7,57,59.0,2,51.2,231,38.4,13,35.0,251,32.8,303,39.4,260
2023,Grand Canyon,69,WAC,1,14,64,112.317,54,106.325,198,65.1541,293,109.8,65,104.5,202,0.639,117,52.9,63,47.2,39,18.4,210,15.0,340,30.5,118,69.7,269,37.8,35,33.2,232,50.5,179,46.8,46,37.6,23,32.0,69,40.8,85,32.8,43
2023,Houston,76,Amer,2,1,16,118.387,11,89.5678,4,63.3299,343,117.1,12,88.0,3,0.964,1,52.7,70,42.5,3,15.3,28,22.0,23,37.1,4,72.6,136,28.5,274,35.8,287,53.2,64,43.1,4,34.5,156,27.8,2,37.8,168,43.7,341
2023,Howard,77,MEAC,1,16,64,103.701,204,106.914,212,68.9681,99,100.9,229,105.7,229,0.37,231,52.0,100,50.6,184,22.8,356,20.7,56,33.8,31,68.4,310,32.8,131,34.6,263,49.9,204,50.8,209,37.2,32,33.6,152,36.1,231,37.1,178
2023,Illinois,78,B10,1,9,64,112.167,58,95.6864,32,69.3873,71,109.0,72,94.4,34,0.839,43,51.6,122,46.9,30,18.2,191,18.6,142,32.3,61,73.2,106,33.8,103,29.6,139,55.3,17,45.3,16,30.9,334,33.6,152,41.9,66,30.9,22
2023,Indiana,79,B10,2,4,32,114.651,27,97.2921,43,68.1266,142,112.5,32,95.8,43,0.864,31,53.8,38,47.3,43,16.9,87,16.3,296,28.0,202,72.1,159,30.1,222,30.6,166,53.2,64,45.7,24,37.0,35,33.2,131,26.3,355,38.2,217
2023,Iona,81,MAAC,1,13,64,110.856,79,99.1448,67,68.8987,102,108.8,74,97.0,63,0.789,69,51.8,109,45.9,18,15.3,28,20.9,52,32.0,71,69.5,281,29.0,262,31.2,183,50.8,161,47.0,51,36.0,81,29.2,8,32.1,313,34.5,89
2023,Iowa,82,B10,2,8,64,120.475,3,104.873,167,69.5377,66,118.9,6,102.7,162,0.844,37,51.9,105,53.3,310,14.1,8,18.5,149,32.2,66,72.4,147,32.6,133,23.4,12,52.1,92,52.6,300,34.3,166,36.6,318,37.4,184,32.2,36
2023,Iowa St.,83,B12,2,6,64,109.884,96,91.5493,8,64.3155,326,108.2,87,90.0,7,0.893,20,50.7,180,50.1,153,19.8,289,25.1,2,33.9,26,73.4,95,27.8,297,40.0,338,50.7,166,49.6,161,33.9,180,33.8,167,33.8,284,46.8,355
2023,Kansas,86,B12,1,1,32,114.61,29,91.4741,7,69.2715,79,112.9,29,91.5,11,0.918,13,52.4,82,47.1,35,17.5,134,20.2,71,28.4,189,71.7,179,29.8,233,31.2,183,52.9,70,47.2,57,34.4,162,31.2,40,34.1,278,35.1,113
2023,Kansas St.,87,B12,3,3,8,112.516,52,94.2021,19,70.2112,40,110.3,60,93.1,23,0.875,24,51.5,131,47.5,48,20.0,303,20.7,56,31.1,98,70.8,222,37.0,46,36.7,298,51.8,106,48.8,113,34.0,176,30.1,17,36.3,220,36.8,167
2023,Kennesaw St.,88,ASun,2,14,64,106.304,153,102.661,116,68.5425,118,105.0,139,100.5,114,0.623,121,52.9,63,51.2,219,17.9,159,19.6,94,27.5,215,74.2,65,36.5,56,36.2,291,51.3,131,50.5,195,37.1,33,34.8,233,37.9,163,39.3,254
2023,Kent St.,89,MAC,2,13,64,108.347,110,96.4498,38,68.0538,144,106.1,124,95.1,40,0.779,75,51.3,143,47.2,39,16.3,59,22.6,20,30.9,104,69.8,263,32.0,164,38.8,325,52.2,88,47.8,74,33.2,218,30.9,30,38.6,142,40.7,294
2023,Kentucky,90,SEC,3,6,32,117.41,14,99.6115,71,66.0118,251,114.7,19,97.8,75,0.862,33,51.2,152,48.8,95,17.3,115,16.8,261,38.7,2,74.5,61,32.5,138,29.9,147,50.4,186,48.3,89,35.4,104,33.1,120,30.1,330,35.2,120
2023,Louisiana Lafayette,101,SB,3,13,64,112.243,57,104.042,146,68.4083,130,110.8,52,102.3,152,0.715,91,53.0,59,50.6,184,17.5,134,18.1,172,33.8,31,73.6,83,37.7,36,33.8,245,52.2,88,49.2,143,36.6,49,35.9,284,31.7,316,29.9,10
2023,Marquette,107,BE,3,2,32,119.308,8,97.4789,47,68.3572,135,119.0,4,96.0,47,0.922,11,56.0,8,51.1,211,15.2,25,22.8,19,26.5,245,67.9,320,27.1,317,29.0,119,58.8,5,50.0,174,34.8,139,35.2,257,41.9,66,37.5,193
2023,Maryland,109,B10,4,8,32,114.136,35,95.7662,33,64.6104,312,111.5,43,95.0,38,0.863,32,51.1,160,47.9,67,16.2,53,18.4,157,30.2,131,72.8,120,33.8,103,27.8,87,52.0,93,47.7,70,33.0,226,32.1,75,37.5,180,31.7,28
2023,Memphis,111,Amer,3,8,64,114.701,26,96.0133,35,71.7989,17,113.9,22,94.2,32,0.899,16,53.2,51,46.8,28,18.4,210,20.9,52,31.0,101,67.7,323,35.9,62,34.9,270,53.1,67,47.2,57,35.6,98,30.8,28,28.8,344,42.9,333
2023,Miami FL,113,ACC,2,5,4,118.233,12,103.319,132,68.8527,105,117.3,11,101.4,136,0.842,40,55.0,20,51.3,225,16.4,63,18.1,172,32.0,71,71.0,216,30.0,228,24.1,16,54.9,21,51.8,261,36.8,44,33.6,152,34.6,270,37.7,199
2023,Michigan St.,115,B10,3,7,16,113.4,41,96.6898,40,64.9304,304,111.6,42,95.0,38,0.864,31,51.6,122,48.1,72,16.4,63,14.7,347,27.4,219,74.8,48,25.8,336,28.6,109,47.7,282,48.6,103,39.5,4,31.5,53,33.1,298,38.3,221
2023,Mississippi St.,120,SEC,0,11,68,105.451,164,91.3344,6,63.8156,334,102.4,193,90.8,9,0.799,63,46.9,328,46.2,20,19.3,261,22.0,23,35.2,16,71.0,216,34.6,83,27.6,77,50.5,179,46.2,34,26.6,363,30.8,28,34.5,274,44.0,346
2023,Missouri,122,SEC,4,7,32,119.289,10,105.37,178,69.1078,92,117.5,10,103.8,188,0.806,59,55.1,18,52.3,275,16.0,47,24.3,5,26.8,234,62.7,363,29.5,243,35.2,277,55.9,13,51.7,255,36.1,74,35.4,268,43.3,47,44.1,347
2023,Montana St.,124,BSky,3,14,64,105.36,170,99.6121,72,66.4692,221,104.1,160,97.0,63,0.693,96,50.9,171,49.4,119,17.6,143,20.1,74,25.7,268,74.5,61,44.4,5,35.5,284,52.4,82,48.0,81,32.0,288,34.8,233,33.3,295,34.2,80
2023,Nevada,130,MWC,0,11,68,112.039,61,97.2466,42,66.0568,245,108.8,74,96.7,57,0.795,65,50.5,191,49.0,101,15.2,25,18.7,134,22.9,333,74.9,45,39.5,23,31.4,188,50.3,189,49.3,149,33.8,187,32.5,90,37.4,184,42.2,324
2023,North Carolina St.,138,ACC,4,11,64,113.894,37,100.589,85,69.1326,89,113.0,27,97.8,75,0.84,42,51.8,109,49.8,141,13.6,4,19.1,120,30.7,110,73.4,95,25.3,340,34.0,254,51.5,118,50.6,202,34.9,133,32.2,79,37.6,175,33.5,57
2023,Northern Kentucky,146,Horz,2,16,64,103.337,217,102.82,121,62.0433,358,101.1,225,101.1,130,0.5,173,49.8,218,51.3,225,17.5,134,23.2,14,31.3,94,67.2,336,27.4,310,30.8,172,47.7,282,48.9,120,35.2,110,36.7,321,40.7,90,38.9,237
2023,Northwestern,147,B10,1,7,32,108.511,109,93.6787,13,64.9195,305,106.6,113,91.7,13,0.85,36,47.2,319,48.4,83,14.8,15,21.7,28,28.3,193,72.7,127,29.7,236,31.6,197,46.5,318,46.6,40,32.1,283,33.9,173,41.2,78,42.4,326
2023,Oral Roberts,156,Sum,3,12,64,115.289,23,102.04,107,70.4986,38,111.9,38,101.2,134,0.761,78,56.1,7,48.5,84,13.2,1,17.6,214,24.5,304,72.6,136,24.6,344,22.0,6,56.6,10,46.6,40,37.0,35,34.2,202,45.8,16,39.9,277
2023,Penn St.,161,B10,2,10,32,116.826,17,101.79,101,64.6096,313,115.4,17,99.9,105,0.84,42,55.5,13,49.2,111,13.7,6,13.1,362,18.8,362,74.9,45,21.4,362,25.9,39,53.5,53,48.8,113,38.5,11,33.3,134,47.4,10,37.5,193
2023,Pittsburgh,162,ACC,2,11,32,115.103,24,103.837,142,67.3196,174,112.5,32,101.5,140,0.766,76,53.2,51,49.2,111,16.4,63,16.7,271,30.4,122,71.8,173,32.4,142,30.6,166,52.7,74,48.6,103,36.0,81,33.4,142,44.1,34,39.8,273
2023,Princeton,165,Ivy,4,15,16,109.093,103,103.527,137,67.4503,171,107.6,98,101.6,144,0.659,106,52.5,74,48.0,70,16.9,87,14.5,352,28.4,189,77.2,9,32.2,155,29.3,126,53.5,53,47.2,57,34.0,176,33.1,120,40.7,90,32.6,42
2023,Providence,166,BE,3,11,64,116.847,16,102.117,108,66.9051,195,114.9,18,100.4,109,0.825,49,51.5,131,50.0,148,16.9,87,16.9,255,35.2,16,73.3,102,36.8,49,25.5,31,50.9,155,49.6,161,35.1,121,33.9,173,31.6,317,33.9,69
2023,Purdue,167,B10,3,1,64,119.362,7,94.8154,26,64.3846,322,118.5,8,92.6,17,0.945,6,52.2,89,47.2,39,17.0,89,15.4,332,38.3,3,76.7,14,37.2,41,19.3,1,54.1,36,47.4,62,32.6,261,31.4,47,38.1,155,35.4,124
2023,Saint Mary's,175,WCC,1,5,32,113.47,40,91.5736,9,61.7454,359,111.7,40,89.1,6,0.931,8,52.5,74,46.7,26,16.4,63,19.0,124,33.1,45,78.2,2,31.2,191,30.3,157,51.0,149,45.6,22,36.7,47,32.8,101,37.0,197,31.8,29
